investor_name,score,distance,investments,neighbors
Northwood Ventures,0.11031546318962605,1,22,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb370>
Openspace Ventures,0.08749283916660718,1,67,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb3e0>
Oxford Finance LLC,0.12760477418125613,1,123,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb450>
Powerhouse Capital,0.15527252825405002,1,16,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb4c0>
Praesidian Capital,0.0330465155521432,2,34,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb530>
Pureos Bioventures,0.04824959461245791,2,12,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb5a0>
QuestMark Partners,0.2888072391095975,1,87,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb610>
Riverside Ventures,0.23171534277308448,1,35,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb680>
Sandbox Industries,0.1836808132602706,1,85,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb6f0>
Sandbridge Capital,0.14880127547010416,1,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb760>
Seagate Technology,0.27390989286188105,1,17,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb7d0>
Side Door Ventures,0.06940280895188795,2,17,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb840>
SightLine Partners,0.20689055961293631,1,21,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb8b0>
Snowflake Ventures,0.26451968826873873,1,13,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb920>
Sofinnova Partners,0.1192541634464048,1,264,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fb990>
Solon Mack Capital,0.26028507262374195,1,27,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fba00>
South Park Commons,0.33079660457879867,1,49,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fba70>
Square Peg Capital,0.25141777501706136,1,96,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbae0>
Steamboat Ventures,0.2971841362108577,1,110,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbb50>
Synchrony Ventures,0.20090053905753605,1,14,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbbc0>
TenEleven Ventures,0.2633272994061448,1,54,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbc30>
The Vertical Group,0.13715841759694136,1,61,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbca0>
Vertex Growth Fund,0.11393726361661581,1,15,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbd10>
Vesbridge Partners,0.4299987964979907,1,31,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbd80>
Vitruvian Partners,0.1477922559144563,1,63,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbdf0>
W Capital Partners,0.32989531318297316,1,32,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbe60>
Warner Music Group,0.26231572535900954,1,35,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbed0>
Wavemaker Partners,0.14904267930693887,1,466,<generator object Runner.run.<locals>.<genexpr> at 0x11e4fbf40>
Winklevoss Capital,0.20537427360407334,1,126,<generator object Runner.run.<locals>.<genexpr> at 0x11e594040>
Wintermute Trading,0.11795212377120055,1,17,<generator object Runner.run.<locals>.<genexpr> at 0x11e5940b0>
Yorkville Advisors,0.06485154124815895,2,16,<generator object Runner.run.<locals>.<genexpr> at 0x11e594120>
ff Venture Capital,0.2062583388797035,1,351,<generator object Runner.run.<locals>.<genexpr> at 0x11e594190>
ATB Capital Markets,0.008541280012491766,2,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e594200>
Alpha Sigma Capital,0.04725164386089252,2,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e594270>
Amazon Web Services,0.22592051531431953,1,42,<generator object Runner.run.<locals>.<genexpr> at 0x11e5942e0>
Andreessen Horowitz,1.0,0,1110,<generator object Runner.run.<locals>.<genexpr> at 0x11e594350>
Argonautic Ventures,0.15376634864876776,1,57,<generator object Runner.run.<locals>.<genexpr> at 0x11e5943c0>
Artis Ventures (AV),0.36855231852894854,1,98,<generator object Runner.run.<locals>.<genexpr> at 0x11e594430>
BB Biotech Ventures,0.06817387791730842,2,45,<generator object Runner.run.<locals>.<genexpr> at 0x11e5944a0>
BOCOM International,0.04900099912601674,2,13,<generator object Runner.run.<locals>.<genexpr> at 0x11e594510>
Benson Oak Ventures,0.10289270022395267,1,13,<generator object Runner.run.<locals>.<genexpr> at 0x11e594580>
CE Ventures (CEIIF),0.1809378824448129,1,33,<generator object Runner.run.<locals>.<genexpr> at 0x11e5945f0>
Counterpoint Global,0.21947171373983304,1,17,<generator object Runner.run.<locals>.<genexpr> at 0x11e594660>
Cultivation Capital,0.13447019844510968,1,180,<generator object Runner.run.<locals>.<genexpr> at 0x11e5946d0>
D1 Capital Partners,0.2410940682611748,1,101,<generator object Runner.run.<locals>.<genexpr> at 0x11e594740>
Dark Horse Ventures,0.039937710054827456,2,34,<generator object Runner.run.<locals>.<genexpr> at 0x11e5947b0>
Doughty Hanson & Co,0.2892457141859641,1,40,<generator object Runner.run.<locals>.<genexpr> at 0x11e594820>
Dutch Founders Fund,0.03865295995707444,2,12,<generator object Runner.run.<locals>.<genexpr> at 0x11e594890>
EG Capital Advisors,0.21761760361838936,1,14,<generator object Runner.run.<locals>.<genexpr> at 0x11e594900>
Falcon Edge Capital,0.12805110502207664,1,60,<generator object Runner.run.<locals>.<genexpr> at 0x11e594970>
Fin Venture Capital,0.12873961984081683,1,41,<generator object Runner.run.<locals>.<genexpr> at 0x11e5949e0>
First Round Capital,1.0,0,821,<generator object Runner.run.<locals>.<genexpr> at 0x11e594a50>
Flagship Pioneering,0.26484157116313795,1,253,<generator object Runner.run.<locals>.<genexpr> at 0x11e594ac0>
Flat World Partners,0.18575743308228101,1,18,<generator object Runner.run.<locals>.<genexpr> at 0x11e594b30>
Forerunner Ventures,0.38738883380502515,1,198,<generator object Runner.run.<locals>.<genexpr> at 0x11e594ba0>
Fosun International,0.09139637981959992,1,100,<generator object Runner.run.<locals>.<genexpr> at 0x11e594c10>
Gravitas Securities,0.04538703324836541,2,84,<generator object Runner.run.<locals>.<genexpr> at 0x11e594c80>
Great Hill Partners,0.13110664548857742,1,77,<generator object Runner.run.<locals>.<genexpr> at 0x11e594cf0>
GreatPoint Ventures,0.15136320627983388,1,76,<generator object Runner.run.<locals>.<genexpr> at 0x11e594d60>
Güimar Vaca Sittic,0.14959670353176546,1,42,<generator object Runner.run.<locals>.<genexpr> at 0x11e594dd0>
HealthCare Ventures,0.12302492039009952,1,107,<generator object Runner.run.<locals>.<genexpr> at 0x11e594e40>
HealthQuest Capital,0.08645539040010203,1,38,<generator object Runner.run.<locals>.<genexpr> at 0x11e594eb0>
IDEO CoLab Ventures,0.17355564134746085,1,28,<generator object Runner.run.<locals>.<genexpr> at 0x11e594f20>
Impact America Fund,0.10655835870222537,1,24,<generator object Runner.run.<locals>.<genexpr> at 0x11e594f90>
Jennison Associates,0.13069660339264602,1,26,<generator object Runner.run.<locals>.<genexpr> at 0x11e595000>
Jingwei Investments,0.08700454753962845,1,17,<generator object Runner.run.<locals>.<genexpr> at 0x11e595070>
Kotak Mahindra Bank,0.18616341536166492,1,12,<generator object Runner.run.<locals>.<genexpr> at 0x11e5950e0>
Lugard Road Capital,0.11844813102307604,1,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e595150>
Luxor Capital Group,0.13936547359749926,1,36,<generator object Runner.run.<locals>.<genexpr> at 0x11e5951c0>
MassMutual Ventures,0.1973919962245648,1,65,<generator object Runner.run.<locals>.<genexpr> at 0x11e595230>
Meusinvest (Noshaq),0.035159879413297936,2,36,<generator object Runner.run.<locals>.<genexpr> at 0x11e5952a0>
Mirae Asset Capital,0.16108792187301166,1,16,<generator object Runner.run.<locals>.<genexpr> at 0x11e595310>
NTT DOCOMO Ventures,0.14127046668181303,1,133,<generator object Runner.run.<locals>.<genexpr> at 0x11e595380>
New Horizon Capital,0.07829925210971357,1,33,<generator object Runner.run.<locals>.<genexpr> at 0x11e5953f0>
NextEquity Partners,0.2490229159258221,1,22,<generator object Runner.run.<locals>.<genexpr> at 0x11e595460>
Open Circle Capital,0.02637104492273102,2,17,<generator object Runner.run.<locals>.<genexpr> at 0x11e5954d0>
Operator Collective,0.2458611556509427,1,27,<generator object Runner.run.<locals>.<genexpr> at 0x11e595540>
PFM Health Sciences,0.19686964328734283,1,14,<generator object Runner.run.<locals>.<genexpr> at 0x11e5955b0>
Perceptive Advisors,0.15968195335918897,1,196,<generator object Runner.run.<locals>.<genexpr> at 0x11e595620>
PowerPlant Partners,0.18699119200406872,1,32,<generator object Runner.run.<locals>.<genexpr> at 0x11e595690>
RBC Capital Markets,0.05586843334573291,1,63,<generator object Runner.run.<locals>.<genexpr> at 0x11e595700>
RTW Investments LLC,0.11091601496757637,1,57,<generator object Runner.run.<locals>.<genexpr> at 0x11e595770>
Red Thread Ventures,0.0456808956786642,2,18,<generator object Runner.run.<locals>.<genexpr> at 0x11e5957e0>
Rothenberg Ventures,0.2819012222822603,1,108,<generator object Runner.run.<locals>.<genexpr> at 0x11e595850>
SV Health Investors,0.106647392306573,1,288,<generator object Runner.run.<locals>.<genexpr> at 0x11e5958c0>
Salesforce Ventures,0.24133232593953743,1,603,<generator object Runner.run.<locals>.<genexpr> at 0x11e595930>
Samsung Electronics,0.26646584690058295,1,38,<generator object Runner.run.<locals>.<genexpr> at 0x11e5959a0>
Sanderling Ventures,0.14077281165647557,1,95,<generator object Runner.run.<locals>.<genexpr> at 0x11e595a10>
Silicon Valley Bank,0.2526131191910627,1,739,<generator object Runner.run.<locals>.<genexpr> at 0x11e595a80>
Silvertech Ventures,0.17341445221224522,1,31,<generator object Runner.run.<locals>.<genexpr> at 0x11e595af0>
Sino Global Capital,0.13612844619990738,1,19,<generator object Runner.run.<locals>.<genexpr> at 0x11e595b60>
Source Code Capital,0.09963802722747375,1,212,<generator object Runner.run.<locals>.<genexpr> at 0x11e595bd0>
Split Rock Partners,0.21414295418665633,1,102,<generator object Runner.run.<locals>.<genexpr> at 0x11e595c40>
Stanford University,0.33838851063858866,1,93,<generator object Runner.run.<locals>.<genexpr> at 0x11e595cb0>
Third Rock Ventures,0.20995767101591434,1,118,<generator object Runner.run.<locals>.<genexpr> at 0x11e595d20>
Third Seven Capital,0.0970956729641852,1,12,<generator object Runner.run.<locals>.<genexpr> at 0x11e595d90>
Three Arch Partners,0.15115775344860624,1,120,<generator object Runner.run.<locals>.<genexpr> at 0x11e595e00>
Three Leaf Ventures,0.11234777108710094,1,15,<generator object Runner.run.<locals>.<genexpr> at 0x11e595e70>
Tomales Bay Capital,0.1892830237533472,1,12,<generator object Runner.run.<locals>.<genexpr> at 0x11e595ee0>
TriplePoint Capital,0.3367924773485751,1,102,<generator object Runner.run.<locals>.<genexpr> at 0x11e595f50>
Trog Hawley Capital,0.10954197108713334,1,21,<generator object Runner.run.<locals>.<genexpr> at 0x11e595fc0>
Tudor Growth Equity,0.36646006742112136,1,34,<generator object Runner.run.<locals>.<genexpr> at 0x11e596030>
Valor Capital Group,0.20424356230040006,1,138,<generator object Runner.run.<locals>.<genexpr> at 0x11e5960a0>
Ventiur Aceleradora,0.21565600970843005,1,29,<generator object Runner.run.<locals>.<genexpr> at 0x11e596110>
Advent International,0.22278586465588904,1,192,<generator object Runner.run.<locals>.<genexpr> at 0x11e596180>
Agilent Technologies,0.2710710314761164,1,28,<generator object Runner.run.<locals>.<genexpr> at 0x11e5961f0>
All-Stars Investment,0.0782797347348588,1,12,<generator object Runner.run.<locals>.<genexpr> at 0x11e596260>
Beyond Next Ventures,0.030585234785658274,2,69,<generator object Runner.run.<locals>.<genexpr> at 0x11e5962d0>
Blockchange Ventures,0.18671783661335065,1,28,<generator object Runner.run.<locals>.<genexpr> at 0x11e596340>
Blue Impact Ventures,0.07430024256592825,2,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e5963b0>
Business Growth Fund,0.0840364648361195,1,360,<generator object Runner.run.<locals>.<genexpr> at 0x11e596420>
CVC Capital Partners,0.16632219030512674,1,72,<generator object Runner.run.<locals>.<genexpr> at 0x11e596490>
Capital One Ventures,0.22191610840948658,1,17,<generator object Runner.run.<locals>.<genexpr> at 0x11e596500>
Chalmers Ventures AB,0.02962665434196697,2,121,<generator object Runner.run.<locals>.<genexpr> at 0x11e596570>
China Merchants Bank,0.15281057487518895,1,28,<generator object Runner.run.<locals>.<genexpr> at 0x11e5965e0>
Clearvision Ventures,0.20165084442843512,1,22,<generator object Runner.run.<locals>.<genexpr> at 0x11e596650>
Counterpart Advisors,0.22952216385264404,1,49,<generator object Runner.run.<locals>.<genexpr> at 0x11e5966c0>
DFJ Portage Ventures,0.1657877565461217,1,25,<generator object Runner.run.<locals>.<genexpr> at 0x11e596730>
DRW Venture Partners,0.16059675009379992,1,14,<generator object Runner.run.<locals>.<genexpr> at 0x11e5967a0>
Declaration Partners,0.19397863982706515,1,23,<generator object Runner.run.<locals>.<genexpr> at 0x11e596810>
Devonshire Investors,0.1660144498307159,1,15,<generator object Runner.run.<locals>.<genexpr> at 0x11e596880>
Evolvence India Fund,0.25396318775189575,1,23,<generator object Runner.run.<locals>.<genexpr> at 0x11e5968f0>
GSO Capital Partners,0.07685451287426759,2,17,<generator object Runner.run.<locals>.<genexpr> at 0x11e596960>
Global Secure Invest,0.205250241524166,1,17,<generator object Runner.run.<locals>.<genexpr> at 0x11e5969d0>
Government of Canada,0.09025075134551648,1,134,<generator object Runner.run.<locals>.<genexpr> at 0x11e596a40>
HarbourVest Partners,0.24614677265989032,1,234,<generator object Runner.run.<locals>.<genexpr> at 0x11e596ab0>
Hypersphere Ventures,0.057679956273340244,1,35,<generator object Runner.run.<locals>.<genexpr> at 0x11e596b20>
Kalyan Krishnamurthy,0.14560291295932926,1,13,<generator object Runner.run.<locals>.<genexpr> at 0x11e596b90>
Light Street Capital,0.21463847172856926,1,20,<generator object Runner.run.<locals>.<genexpr> at 0x11e596c00>
MMV Capital Partners,0.1751711178313346,1,114,<generator object Runner.run.<locals>.<genexpr> at 0x11e596c70>
Mezzanine Management,0.07405341047697606,2,41,<generator object Runner.run.<locals>.<genexpr> at 0x11e596ce0>
North Coast Ventures,0.09828247406489057,1,74,<generator object Runner.run.<locals>.<genexpr> at 0x11e596d50>
Polar Light Ventures,0.10312037523104332,1,14,<generator object Runner.run.<locals>.<genexpr> at 0x11e596dc0>
RBC Venture Partners,0.18935284803725516,1,61,<generator object Runner.run.<locals>.<genexpr> at 0x11e596e30>
Rho Capital Partners,0.2563052488486818,1,109,<generator object Runner.run.<locals>.<genexpr> at 0x11e596ea0>
River Cities Capital,0.11150078086917088,1,98,<generator object Runner.run.<locals>.<genexpr> at 0x11e596f10>
Rock Springs Capital,0.17394714370342476,1,111,<generator object Runner.run.<locals>.<genexpr> at 0x11e596f80>
Rockies Venture Club,0.07557471214890016,1,72,<generator object Runner.run.<locals>.<genexpr> at 0x11e596ff0>
SAIC Venture Capital,0.1952342218543775,1,40,<generator object Runner.run.<locals>.<genexpr> at 0x11e597060>
SMBC Venture Capital,0.0486242607851291,1,429,<generator object Runner.run.<locals>.<genexpr> at 0x11e5970d0>
SchindlerAM Ventures,0.22444420811078986,1,28,<generator object Runner.run.<locals>.<genexpr> at 0x11e597140>
Senshu Ikeda Capital,0.039327543465257804,1,47,<generator object Runner.run.<locals>.<genexpr> at 0x11e5971b0>
Silver Lake Waterman,0.2863606872391926,1,29,<generator object Runner.run.<locals>.<genexpr> at 0x11e597220>
SoftBank Vision Fund,0.17876703832184163,1,311,<generator object Runner.run.<locals>.<genexpr> at 0x11e597290>
Stout Street Capital,0.068386864894768,1,59,<generator object Runner.run.<locals>.<genexpr> at 0x11e597300>
Sutter Hill Ventures,0.40326278785879904,1,308,<generator object Runner.run.<locals>.<genexpr> at 0x11e597370>
Third Point Ventures,0.29399944136085,1,91,<generator object Runner.run.<locals>.<genexpr> at 0x11e5973e0>
Three Arrows Capital,0.13356887583745986,1,30,<generator object Runner.run.<locals>.<genexpr> at 0x11e597450>
Trustbridge Partners,0.11456809496194124,1,111,<generator object Runner.run.<locals>.<genexpr> at 0x11e5974c0>
United Overseas Bank,0.07727337099413224,2,15,<generator object Runner.run.<locals>.<genexpr> at 0x11e597530>
VMS Asset Management,0.0966159600970631,1,31,<generator object Runner.run.<locals>.<genexpr> at 0x11e5975a0>
VentureTech Alliance,0.4466841060158069,1,45,<generator object Runner.run.<locals>.<genexpr> at 0x11e597610>
Wing Venture Capital,0.4559993806208702,1,122,<generator object Runner.run.<locals>.<genexpr> at 0x11e597680>
Acadia Woods Partners,0.26125686831527184,1,57,<generator object Runner.run.<locals>.<genexpr> at 0x11e5976f0>
Adams Street Partners,0.23782006603171998,1,218,<generator object Runner.run.<locals>.<genexpr> at 0x11e597760>
Alpha Wave Incubation,0.1165333733271167,1,18,<generator object Runner.run.<locals>.<genexpr> at 0x11e5977d0>
Arrington XRP Capital,0.0913086902217523,1,64,<generator object Runner.run.<locals>.<genexpr> at 0x11e597840>
BMO Corporate Banking,0.048437288709704165,1,46,<generator object Runner.run.<locals>.<genexpr> at 0x11e5978b0>
Bain Capital Ventures,0.2738553924733105,1,523,<generator object Runner.run.<locals>.<genexpr> at 0x11e597920>
BlockWater Management,0.2094262162722594,1,26,<generator object Runner.run.<locals>.<genexpr> at 0x11e597990>
CAVU Venture Partners,0.17691702565269046,1,28,<generator object Runner.run.<locals>.<genexpr> at 0x11e597a00>
CE Innovation Capital,0.1658073778508633,1,78,<generator object Runner.run.<locals>.<genexpr> at 0x11e597a70>
Cambium Grove Capital,0.11857089783667134,1,12,<generator object Runner.run.<locals>.<genexpr> at 0x11e597ae0>
Clearly Social Angels,0.05178818698201135,2,21,<generator object Runner.run.<locals>.<genexpr> at 0x11e597b50>
Comerica Incorporated,0.288440206205877,1,79,<generator object Runner.run.<locals>.<genexpr> at 0x11e597bc0>
Crédit Mutuel Equity,0.04732407201424182,2,15,<generator object Runner.run.<locals>.<genexpr> at 0x11e597c30>
Desjardins Securities,0.012863019091228226,2,22,<generator object Runner.run.<locals>.<genexpr> at 0x11e597ca0>
Digital Finance Group,0.07839064335435135,1,50,<generator object Runner.run.<locals>.<genexpr> at 0x11e597d10>
Evolution VC Partners,0.15317033729853827,1,109,<generator object Runner.run.<locals>.<genexpr> at 0x11e597d80>
Explorer Equity Group,0.0625455362383332,2,18,<generator object Runner.run.<locals>.<genexpr> at 0x11e597df0>
Fintech Ventures Fund,0.09851531687257849,2,15,<generator object Runner.run.<locals>.<genexpr> at 0x11e597e60>
Five Seasons Ventures,0.06295303235054237,2,24,<generator object Runner.run.<locals>.<genexpr> at 0x11e597ed0>
Future Planet Capital,0.13640465434155627,1,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e597f40>
German Startups Group,0.06739659053784332,2,55,<generator object Runner.run.<locals>.<genexpr> at 0x11e580040>
Greenwoods Investment,0.0710287819061108,1,16,<generator object Runner.run.<locals>.<genexpr> at 0x11e5800b0>
Infineon Technologies,0.2870711924053698,1,16,<generator object Runner.run.<locals>.<genexpr> at 0x11e580120>
Investissement Quebec,0.07485458453545034,1,106,<generator object Runner.run.<locals>.<genexpr> at 0x11e580190>
Investment AB Spiltan,0.06014415865447367,2,13,<generator object Runner.run.<locals>.<genexpr> at 0x11e580200>
Japan Asia Investment,0.10580411249999155,1,65,<generator object Runner.run.<locals>.<genexpr> at 0x11e580270>
KAUST Innovation Fund,0.03634254481743656,2,87,<generator object Runner.run.<locals>.<genexpr> at 0x11e5802e0>
Madrona Venture Group,0.31820567723208054,1,427,<generator object Runner.run.<locals>.<genexpr> at 0x11e580350>
Matrix Partners China,0.08919112291357235,1,610,<generator object Runner.run.<locals>.<genexpr> at 0x11e5803c0>
Mizuho Corporate Bank,0.12552507358987883,1,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e580430>
Mohr Davidow Ventures,0.367513452837603,1,303,<generator object Runner.run.<locals>.<genexpr> at 0x11e5804a0>
Montefiore Investment,0.037245841867646144,2,14,<generator object Runner.run.<locals>.<genexpr> at 0x11e580510>
Morgenthaler Ventures,0.2973897286651471,1,347,<generator object Runner.run.<locals>.<genexpr> at 0x11e580580>
Nordic Secondary Fund,0.10263764345509009,1,21,<generator object Runner.run.<locals>.<genexpr> at 0x11e5805f0>
Noro-Moseley Partners,0.22698765450606456,1,131,<generator object Runner.run.<locals>.<genexpr> at 0x11e580660>
Paladin Capital Group,0.22554888451651456,1,135,<generator object Runner.run.<locals>.<genexpr> at 0x11e5806d0>
Pegasus Tech Ventures,0.16085639899738835,1,227,<generator object Runner.run.<locals>.<genexpr> at 0x11e580740>
Pura Vida Investments,0.13771198932109274,1,23,<generator object Runner.run.<locals>.<genexpr> at 0x11e5807b0>
RA Capital Management,0.13678700064781535,1,262,<generator object Runner.run.<locals>.<genexpr> at 0x11e580820>
SCP Vitalife Partners,0.08472007113224718,2,16,<generator object Runner.run.<locals>.<genexpr> at 0x11e580890>
Safeguard Scientifics,0.1824633605754877,1,125,<generator object Runner.run.<locals>.<genexpr> at 0x11e580900>
Sequoia Capital China,0.114145626971431,1,806,<generator object Runner.run.<locals>.<genexpr> at 0x11e580970>
Sequoia Capital India,0.22185084970991217,1,497,<generator object Runner.run.<locals>.<genexpr> at 0x11e5809e0>
Sofinnova Investments,0.1637987436880543,1,281,<generator object Runner.run.<locals>.<genexpr> at 0x11e580a50>
Soros Fund Management,0.16047590556935362,1,51,<generator object Runner.run.<locals>.<genexpr> at 0x11e580ac0>
Sovereign’s Capital,0.10564637827916926,1,54,<generator object Runner.run.<locals>.<genexpr> at 0x11e580b30>
Spark Digital Capital,0.03823835852704503,2,29,<generator object Runner.run.<locals>.<genexpr> at 0x11e580ba0>
The Coca-Cola Company,0.10893195190416292,1,22,<generator object Runner.run.<locals>.<genexpr> at 0x11e580c10>
U.S. Venture Partners,0.3018974236642813,1,549,<generator object Runner.run.<locals>.<genexpr> at 0x11e580c80>
Union Square Ventures,1.0,0,363,<generator object Runner.run.<locals>.<genexpr> at 0x11e580cf0>
Valor Equity Partners,0.23471715912230068,1,128,<generator object Runner.run.<locals>.<genexpr> at 0x11e580d60>
Vista Equity Partners,0.23888881699906753,1,45,<generator object Runner.run.<locals>.<genexpr> at 0x11e580dd0>
Wellington Management,0.24370411329701439,1,190,<generator object Runner.run.<locals>.<genexpr> at 0x11e580e40>
West Capital Advisors,0.16460353232752822,1,31,<generator object Runner.run.<locals>.<genexpr> at 0x11e580eb0>
Bank of Montreal (BMO),0.10380004812717979,1,43,<generator object Runner.run.<locals>.<genexpr> at 0x11e580f20>
Bright Success Capital,0.21425374103211559,1,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e580f90>
Burch Creative Capital,0.2727438987625397,1,59,<generator object Runner.run.<locals>.<genexpr> at 0x11e581000>
Cadence Design Systems,0.46642669270834236,1,15,<generator object Runner.run.<locals>.<genexpr> at 0x11e581070>
Cambridge Angels group,0.06880145929652526,1,105,<generator object Runner.run.<locals>.<genexpr> at 0x11e5810e0>
Club degli Investitori,0.03312401986202186,2,69,<generator object Runner.run.<locals>.<genexpr> at 0x11e581150>
Colle Capital Partners,0.1652135606940013,1,64,<generator object Runner.run.<locals>.<genexpr> at 0x11e5811c0>
Cyrus Capital Partners,0.14758494611886513,1,13,<generator object Runner.run.<locals>.<genexpr> at 0x11e581230>
De Hoge Dennen Capital,0.06055286958403056,2,17,<generator object Runner.run.<locals>.<genexpr> at 0x11e5812a0>
Digital Currency Group,0.21583425842849865,1,254,<generator object Runner.run.<locals>.<genexpr> at 0x11e581310>
Evidity Health Capital,0.07339272482467955,2,14,<generator object Runner.run.<locals>.<genexpr> at 0x11e581380>
Fidelity International,0.12067980283111439,1,30,<generator object Runner.run.<locals>.<genexpr> at 0x11e5813f0>
Flare Capital Partners,0.27844921330093436,1,54,<generator object Runner.run.<locals>.<genexpr> at 0x11e581460>
Fraser McCombs Capital,0.17175360230227862,1,20,<generator object Runner.run.<locals>.<genexpr> at 0x11e5814d0>
Future Venture Capital,0.02308645159750779,2,113,<generator object Runner.run.<locals>.<genexpr> at 0x11e581540>
Gemini Israel Ventures,0.3314607023090702,1,138,<generator object Runner.run.<locals>.<genexpr> at 0x11e5815b0>
General Global Capital,0.16975986368067672,1,15,<generator object Runner.run.<locals>.<genexpr> at 0x11e581620>
Greenspring Associates,0.2441718607194541,1,215,<generator object Runner.run.<locals>.<genexpr> at 0x11e581690>
H.I.G. Growth Partners,0.19493594628586675,1,55,<generator object Runner.run.<locals>.<genexpr> at 0x11e581700>
Hanaco Venture Capital,0.1602334226640733,1,41,<generator object Runner.run.<locals>.<genexpr> at 0x11e581770>
Hotung Venture Capital,0.2667685769733129,1,42,<generator object Runner.run.<locals>.<genexpr> at 0x11e5817e0>
ION Crossover Partners,0.17471644420926807,1,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e581850>
Korea Development Bank,0.0630544089250606,1,33,<generator object Runner.run.<locals>.<genexpr> at 0x11e5818c0>
Lombardstreet Ventures,0.250323494781189,1,39,<generator object Runner.run.<locals>.<genexpr> at 0x11e581930>
Maven Capital Partners,0.06318003794849654,1,137,<generator object Runner.run.<locals>.<genexpr> at 0x11e5819a0>
Mitsubishi UFJ Capital,0.07506059325841488,1,419,<generator object Runner.run.<locals>.<genexpr> at 0x11e581a10>
Mobius Venture Capital,0.30953752487954955,1,149,<generator object Runner.run.<locals>.<genexpr> at 0x11e581a80>
Neuberger Berman Group,0.1826935538250251,1,44,<generator object Runner.run.<locals>.<genexpr> at 0x11e581af0>
Nexus Venture Partners,0.23198725145102966,1,284,<generator object Runner.run.<locals>.<genexpr> at 0x11e581b60>
OCBC Bank of Singapore,0.27737217397475217,1,13,<generator object Runner.run.<locals>.<genexpr> at 0x11e581bd0>
Orios Venture Partners,0.11424960603714909,1,80,<generator object Runner.run.<locals>.<genexpr> at 0x11e581c40>
Proioxis Ventures Fund,0.20775870973031488,1,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e581cb0>
Resource Capital Funds,0.020638766497555368,2,15,<generator object Runner.run.<locals>.<genexpr> at 0x11e581d20>
Scale Venture Partners,0.27305514906663136,1,274,<generator object Runner.run.<locals>.<genexpr> at 0x11e581d90>
Selby Venture Partners,0.19455398769313922,1,58,<generator object Runner.run.<locals>.<genexpr> at 0x11e581e00>
Sequoia Capital Israel,0.3651811647750948,1,152,<generator object Runner.run.<locals>.<genexpr> at 0x11e581e70>
Shenzhen Capital Group,0.08464070907293955,1,451,<generator object Runner.run.<locals>.<genexpr> at 0x11e581ee0>
Singh Capital Partners,0.17112953079601134,1,11,<generator object Runner.run.<locals>.<genexpr> at 0x11e581f50>
Stata Venture Partners,0.43593194170671334,1,55,<generator object Runner.run.<locals>.<genexpr> at 0x11e581fc0>
TotalEnergies Ventures,0.16772177388317847,1,86,<generator object Runner.run.<locals>.<genexpr> at 0x11e582030>
Transformation Capital,0.25672336539444457,1,32,<generator object Runner.run.<locals>.<genexpr> at 0x11e5820a0>
Triangle Peak Partners,0.29771971027212946,1,71,<generator object Runner.run.<locals>.<genexpr> at 0x11e582110>
Vertex Ventures Israel,0.13276596690878092,1,173,<generator object Runner.run.<locals>.<genexpr> at 0x11e582180>
Walden Venture Capital,0.2436737160060732,1,87,<generator object Runner.run.<locals>.<genexpr> at 0x11e5821f0>
Wells Fargo Securities,0.13384656736636658,1,15,<generator object Runner.run.<locals>.<genexpr> at 0x11e582260>
Access Venture Partners,0.1723503031207985,1,92,<generator object Runner.run.<locals>.<genexpr> at 0x11e5822d0>
